komentar;label;label_id;clean_text
"Prioritas pendidikan AI di Indonesia harus berfokus pada âmendidik generasi yang melek AI.â Pemilihan nomenklaturÂ âKoding dan KAâÂ saat ini justru mengundang bias terhadap pentingnya memahami AI 
https://t.co/Q2mTFx96BO";positive;2;prioritas didik indonesia fokus didik generasi melek pilih nomenklatur koding undang bias paham
@kkitoraabu mirisnya adalah wapres kita menormalisasi AI bahkan akan diterapkan di sekolah, ladies and gentlemen this is â¨ï¸indonesiaâ¨ï¸;negative;0;miris wapres normalisasi terap sekolah ladies and gentlemen this indonesia
"Menteri Pendidikan Dasar dan Menengah (Mendikdasmen) Prof Abdul Mu'ti menyatakan pihaknya telah menyelesaikan kajian akademik dan uji publik untuk menerapkan coding dan artificial intelegence (AI) sebagai mata pelajaran bagi para siswa-siswi se-Indonesia. Penerapan coding dan AI menjadi mata pelajaran dikatakan bisa mendongkrak kualitas Pendidikan di era serba digital. Dalam tahapan tahun ini, pihaknya sedang berusaha melatih para guru agar dapat mengajarkan dua mata pelajaran tersebut kepada siswa. Seperti apa skema penerapan coding dan AI sebagai mata pelajaran di pendidikan dasar dan menengah?

Talk: Kepala Bidang Advokasi Guru Perhimpunan Pendidikan dan Guru (P2G)-  Iman Zanatul HaeriÂ 

#E090615

Streaming 
https://t.co/rke9sWHJY6";positive;2;menteri didik dasar tengah mendikdasmen prof abdul selesai kaji akademik uji publik terap coding artificial intelegence mata ajar siswa siswi indonesia terap coding mata ajar dongkrak kualitas didik era serba digital tahap usaha latih guru ajar mata ajar siswa skema terap coding mata ajar didik dasar tengah talk kepala bidang advokasi guru himpun didik guru iman zanatul haeri streaming
"Tahap pertama, Para guru dikasih beban digital ampe overload. Sampai bingung gimana cara ngolahnya dan mulai dari mana. 

Mereka tidak punya waktu untuk membacanya dan memahaminya. Yang mereka butuhkan gimana caranya kewajiban-kewajiban ini selesai, karena semakin menumpuk. 

Tahap kedua, datanglah beragam aplikasi dan pada puncaknya AI, yang memberikan semua jawaban. Semua jalan pintas disediakan. 

Level guru, kata @AlfianBahri47 berada pada titik paling teknis (konten tutorial penggunaan aplikasi guru selalu laku) yang bisa ditafsirkan begini: guru mengerjakan pekerjaan automatic atau robotik, sementara robot belajar caranya belajar (machine learning). 

Siapa yang makin cerdas, ya âº";negative;0;tahap guru kasih beban digital ampe overload bingung gimana ngolahnya baca paham butuh gimana wajib wajib selesai tumpuk tahap datang agam aplikasi puncak jalan pintas sedia level guru titik teknis konten tutorial guna aplikasi guru laku tafsir guru kerja automatic robotik robot ajar ajar machine learning cerdas
"untungnya ini era AI bisa diakses semua orang

bisa jadi sudah nggak perlu bayar UKT mahal-mahal buat kuliah

cukup belajar dengan AI dan sumber ilmu gratis di internet saja

kecuali kalau gelar/ijazah dirasa wajib dimiliki ya

semakin lama semakin berkurang nilainya";positive;2;untung era akses orang bayar ukt mahal mahal kuliah ajar sumber ilmu gratis internet kecuali gelar ijazah rasa wajib milik kurang nilai
"Dibandingkan dengan istilah ""koding dan KA"" yang terasa sangat teknis, Melek AI jauh lebih pas untuk membangun citra ""pendidikan yang mengembangkan berpikir komputasional, literasi digital, algoritma pemrograman, analisis data, dan etika KA.""";positive;2;banding istilah koding teknis melek pas bangun citra didik kembang pikir komputasional literasi digital algoritma pemrograman analisis data etika
Pendidikan merata sampai ke pelosok YES!! Big NO to SBI!!!! #PendidikanIndonesia;negative;0;didik rata pelosok yes big sbi
"Belajar pakai AI itu game changer.

Berasa banget karna: boleh nanya berulang-ulang sampe paham, boleh nanya pertanyaan bodoh, boleh minta dijelasin dengan contoh-contoh.

Trus lagi nih...

â Gak ada judgement. Mau nanya hal sepele atau konsep yang remeh temeh? AI ga akan bilang, ""kok gitu aja ga ngerti sih?""

â Bisa eksplorasi sebebas-bebasnya. Kadang ide-ide aneh atau asumsi ngawur bisa kita lempar ke AI, trus malah dapet insight baru.

â Langsung dapet jawaban ga pake basa-basi. Si AI mikirnya instant banget. Gak kek nyari di forum yang isinya debat, atau artikel panjang yang bikin mata jereng. Straight to the point, bisa disuruh-suruh ringkasin pulak.

â Gak perlu malu sama AI. Bisa minta ulang dengan analogi lain, format lain, bahkan minta dirangkum lebih padat.

â Gali sampai akar, sampe ketemu air. Pernah baca sesuatu tapi masih ngerasa ""kok kayaknya ada yang miss?"" AI bisa bantu cross-check info dan jelasin sampe dalam.

AI emang ga bisa ngalahin hands-on experience ya, jadi yang kita dapet dari AI, tetep harus dipraktekkin. Ini koentjinya.

Tapi AI bikin proses ngulik sesuatu jadi lebih cepet, lebih dalam, dan lebih nyaman.

Ga dimarah-marahin dulu. ð

Makes sense ya.";positive;2;ajar pakai game changer asa karna nanya ulang ulang sampe paham nanya bodoh dijelasin contoh contoh trus nih judgement nanya sepele konsep remeh temeh bilang ngerti sih eksplorasi bebas bebas kadang ide ide aneh asumsi ngawur lempar trus dapet insight langsung dapet pake basa basi mikirnya instant kek nyari forum isi debat artikel bikin mata jereng straight the point suruh suruh ringkasin pulak malu ulang analogi format rangkum padat gali akar sampe ketemu air baca ngerasa kayak miss bantu cross check info jelasin sampe emang ngalahin hands experience dapet tetep dipraktekkin koentjinya bikin proses ngulik cepet nyaman marah marahin makes sense
"Pendidikan aja masih banyak yg belum layak kok udah mau beralih ke AI ð­

https://t.co/ScHgS1ueiD";negative;0;didik layak udah alih
"Dirancang dari konteks keindonesiaan dan berpijak pada nilai Pancasila. Teknologi ini tidak hanya canggih, tapi juga punya karakter bangsa yg mendorong kedaulatan digital Indonesia. ð®ð©

#AI #InovasiAnakBangsa 
#BeritaTerkini #Indonesiagoid #InfoPublik #GoTo #IndosatOoredooHutchison https://t.co/lYu99c5msv";positive;2;rancang konteks indonesia pijak nilai pancasila teknologi canggih karakter bangsa dorong daulat digital indonesia
"â¨Arief Latu Suseno - ""Pembelajaran AI dan coding diadopsi dari framework UNESCO dengan dukungan Microsoft melalui pendekatan bertahap mulai literasi digital hingga pemrograman dan analisis data yang dimulai sejak kelas 1 SD hingga SMA dengan fokus pada etika, keamanan siber, dan pelatihan guru berbasis game.""";positive;2;arief latu suseno ajar coding adopsi framework unesco dukung microsoft dekat tahap literasi digital pemrograman analisis data kelas sma fokus etika aman siber latih guru bas game
"artificial intelligence dalam bahasa indonesia diterjemahkan sebagai 'akal imitasi' dan sama-sama disingkat ai. 

hayooo. emang ai bisa ginian? kecerdasan berbahasa itu keterampilan yang paling sukar diimitasi. #bahasaindonesia";positive;2;artificial intelligence bahasa indonesia terjemah akal imitasi singkat hayooo emang ginian cerdas bahasa terampil sukar imitasi
"@TirtoID Kurikulum AI = KEINGINAN Gibran TANPA PERTIMBANGAN:
1) Kesiapan Infrastruktur IT di sekolah2.
2) Gadget/Hardware yg hrs dimiliki setiap siswa 
3) IT Readiness mayoritas siswa Indonesia 
4) Ketersediaan Guru2 Pengajar yg Ahli AI plus Gadget/Hardware yg diperlukan 
5) dst dst";negative;0;kurikulum gibran timbang kesiap infrastruktur sekolah gadget hardware hrs milik siswa readiness mayoritas siswa indonesia sedia guru ajar ahli plus gadget hardware dst dst
"Gak usah push AI ke sekolah dasar. Namanya sekolah dasar, ya diajarin hal-hal dasar. 

AI itu bisa dipelajarin otodidak.

Hal-hal dasarnya-lah yang harus kuat. Agama, moral, etika, bahasa, dan matematika.";negative;0;push sekolah dasar nama sekolah dasar diajarin dasar dipelajarin otodidak dasar kuat agama moral etika bahasa matematika
@ardisatriawan Ini mau bikin another lulusan era covid? Learning loss jaman covid aja gila2an. Covid melandai tau gak carut marutnya pendidik memperbaiki learning loss selama 2tahunan? Pas udh agak stabil malah efisiensi. Indonesia itu darurat pendidikan dan kesehatan. Dari dulu-;negative;0;bikin another lulus era covid learning loss jaman covid gila covid landai tau carut marut didik baik learning loss tahun pas stabil efisiensi indonesia darurat didik sehat
"yang pastinga guru dan kurikulumnya harus 3 langkah dari pada AI 
#PendidikanIndonesia #KebijakanPendidikan #MerdekaBelajar #DigitalisasiPendidikan #PendidikanKarakter

https://t.co/y7WujDMWsn";positive;2;pastinga guru kurikulum langkah
@ndeyedraws Makan tuh AI, segala AI mau di masukin ke pelajaran SD sedangkan mahasiswa fisika baru dapet matkul AI di smt 5 wkwkwk;negative;0;makan tuh masukin ajar mahasiswa fisika dapet matkul smt wkwkwk
@hammsqi The worst case is: anak2 diajarin pake AI buat jawab soal, tinggal tring! Jadi deh, tinggal dicopy-paste. Gak memahami konsep, gak ada proses berpikir, anak2 gak diajarin problem solving sendiri. Jadi tolol semua ð;negative;0;the worst case anak diajarin pake tinggal tring tinggal dicopy paste paham konsep proses pikir anak diajarin problem solving tolol
"kalau semua sudah pake Ai apa perlu sekolah lagi ga?
#seriusnanya
#PendidikanIndonesia #KebijakanPendidikan #MerdekaBelajar #DigitalisasiPendidikan #PendidikanKarakter

https://t.co/CO0N7Yrr7K";positive;2;pake sekolah
"Wapres merekomendasikan anak sekolah untuk pakai AI - ChatGPT untuk menyelesaikan tugas-tugas sekolah.

We are so doomed. So doomed. 
ð¤¦ââï¸ðââï¸

Inkompetensi pejabat membunuh bangsa.";negative;0;wapres rekomendasi anak sekolah pakai chatgpt selesai tugas tugas sekolah are doomed doomed inkompetensi jabat bunuh bangsa
"Aku gak sepenuhnya nolak pendidikan AI.

CUMA YAAA, gini. Di Indonesia praktiknya udah bener belom? Udah paham belom ttg AI ssbagai asisten, BUKAN pengganti tenaga kerja?

Aku keras menolak jika yg dibutuhkan adalah rasa kritis dan kreativitas. Seems dull and null.";negative;0;sepenuh nolak didik yaaa gin indonesia praktik udah bener bom udah paham bom ttg ssbagai asisten ganti tenaga kerja keras tolak butuh kritis kreativitas seems dull and null
"@IyaEmyuNapaEmg @KUCINGIND @racikan_twt penggunaan AI di jerat pidana? cuman itu ?

jawabannya : belum dan mustahil ada, karna Kalau praktek penggunaan AI dijerat pidana sesuai pertanyaan lu, indonesia kedepannya bakal jadi negara mundur karna artinya AI bakal jadi barang ilegal kaya narkoba dinegara ini";negative;0;guna jerat pidana cuman jawab mustahil karna praktek guna jerat pidana sesuai indonesia depan negara mundur karna barang ilegal kaya narkoba negara
"udah ada ai masih perlu guru?
#seriusnanya
#PendidikanIndonesia #KebijakanPendidikan #MerdekaBelajar #DigitalisasiPendidikan #PendidikanKarakter

https://t.co/fjOLxcxEZm";positive;2;udah guru
"""Kami menargetkan 50 persen dari lebih 100.000 sekolah di seluruh nusantara akan mengajarkan AI dan coding pada tahun 2028,"" Brian. 

https://t.co/4Zx9HKuQKy";positive;2;target persen sekolah nusantara ajar coding brian
"Era kini, siswa yg belajar pakai AI ,bisa mendapatkan  jawaban instan. Mereka sering  mendapat pertanyaan dari guru, mencari jawaban ke AI , lalu disampaikan ke guru. 

Di era belajar sebelumnya, jawaban didapat  lewat proses mencari, mempertanyakan, dan mengkonstruksi makna.";positive;2;era siswa ajar pakai instan guru cari guru era ajar proses cari konstruksi makna
Apakah guru-guru udah siap ya ngajarin AI? Ini jadi PR juga nih kayaknya.;neutral;1;guru guru udah ngajarin nih kayak
Perlu dilihat lagi gimana kesiapan infrastruktur buat nerapin AI di semua sekolah. #TantanganPendidikan;neutral;1;gimana kesiap infrastruktur nerapin sekolah
Kita lihat saja nanti bagaimana perkembangan program pendidikan AI ini ke depannya.;neutral;1;lihat kembang program didik depan
Implementasi AI di sekolah itu butuh dana dan kesiapan SDM, bukan hal instan.;neutral;1;implementasi sekolah butuh dana kesiap sdm instan
Perkembangan AI yang pesat bikin kurikulum pendidikan juga harus ikutan gerak cepat.;neutral;1;kembang pesat bikin kurikulum didik ikut gerak cepat
Penting untuk memastikan materi AI tidak memicu over-reliance pada teknologi.;neutral;1;materi picu over reliance teknologi
"
Ya Tuhan, di Indonesia pelajaran AI untuk sekolah diributkan!
Sementara negara-negara lain sudah mengembangkan AI secanggih ini ð­ð­

Emang warga Konoha yg suka protes itu norak banget!
Pindahin saja daripada bikin ribetð¤¦
";negative;0;tuhan indonesia ajar sekolah ribut negara negara kembang canggih emang warga konoha suka protes norak pindahin bikin ribet
@sbyfess -bikin soal pake AI langsung bagiin ke siswanya. GA BISA. TETEP KUDU SELEKTIF. Sesuaikan dengan kemampuan siswanya. AI itu sifatnya general sedangkan ga semua anak kemampuannya sama. Lu aja klo nyari jawaban lewat AI ga 100% bener pasti ada aja yg nyeleneh;negative;0;bikin pake langsung bagiin siswa tetep kudu selektif sesuai mampu siswa sifat general anak mampu klo nyari bener nyeleneh
"Mahasiswa wajib atribusi jika pakai AI
ð Dosen bisa pakai AI untuk kurikulum
ð¡ï¸ ALII dibentuk untuk jaga etika dan literasi AI
ð§­ Kampus Islam jadi pelopor digital berintegritas";positive;2;mahasiswa wajib atribusi pakai dosen pakai kurikulum ali bentuk jaga etika literasi kampus islam pelopor digital integritas
"Begini nih kalau pendidikan mau terlihat intelek kekinian IT+AI tapi miskin pedagogi.

Ya gimana nggak ironi? Negara2 backbone industri IT+AI justru balik ke edukasi tulis tangan kok. Jelas terbukti mendidik.";negative;0;nih didik intelek kini miskin pedagogi gimana ironi negara backbone industri edukasi tulis tangan bukti didik
"Thread menarik mengenai guru AI.

Kayaknya anaknya bisa lebih cepet gitu karena ga perlu ngikutin pace anak lain, hampir sama kayak homeschooling. Bisa lebih cepat karena disesuaikan dengan kemampuan anak.

Aku mungkin akan ngasih opsi ini ke anak-anak kalo mereka udah agak gedean dikit.

Kalo masih kecil-kecil kayak sekarang, kayaknya masih perlu bimbingan one-on-one.";positive;2;thread tarik guru kayak anak cepet ngikutin pace anak kayak homeschooling cepat sesuai mampu anak ngasih opsi anak anak udah gede dikit kayak kayak bimbing one one
@reformasiindo @tanyarlfes lu baca pertanyaan dan pernyataan menfessnya ga sih? ai menggantikan pekerjaan dan relevansi sekolah. asumsi dasarnya, lu punya ai lu ga perlu sekolah lagi krn lu bisa belajar otodidak pake ai. lu mau jadi pengacara lulusan otodidak ai? lu mau jadi dokter lulusan otodidak ai?;negative;0;baca nyata menfessnya sih ganti kerja relevansi sekolah asumsi dasar sekolah krn ajar otodidak pake acara lulus otodidak dokter lulus otodidak
banyangin sebuah mimpi buruk, dimana 02 terpilih, dimana nantinya AI-generated images yang mereka bilang âartâ juga ini ada di mana2 di Indonesia. di transportasi umum, baliho, buku pelajaran sekolah, project pemerintahan, semuanya isinya AI yang jarinya ada 6. bayangin.;negative;0;banyangin mimpi buruk mana pilih mana generated images bilang art indonesia transportasi baliho buku ajar sekolah project perintah isi jari bayangin
"Kemarin2 ngebuka AI bareng sama mahasiswa skripsi yg indikasi pake AI.

Sama2 kita prompt buat tulis teori2 HI dan dlm bbrp langkah, kayanya udah selesai. Saya minta mahasiswa baca ulang. Hasilnya: AI ada kecenderungan syntesize sendiri, yg jauh bgt dr argumen papernya. ðââï¸";negative;0;kemarin ngebuka bareng mahasiswa skripsi indikasi pake prompt tulis teori dlm bbrp langkah kaya udah selesai mahasiswa baca ulang hasil cenderung syntesize argumen papernya
@tanyarlfes Kuliah sampe lulus tu gak sekedar di matkulnya doang kita dapet pelajaran, tapi dari pengalaman atau gimana kita ngeliat contoh di lapangan kerja itu, dan semua itu gak bisa didapet dari AI. Jadi minimal mikir lah masa sekolah mau diganti pake AI ð®âð¨;negative;0;kuliah sampe lulus dar matkulnya doang dapet ajar alam gimana ngeliat contoh lapang kerja didapet minimal mikir sekolah ganti pake
Video itu kemungkinan besar asli, menampilkan siswa Indonesia dengan seragam sekolah, sesuai dengan pakaian SD yang umum (baju putih, topi merah). Tidak ada tanda jelas manipulasi AI seperti gerakan aneh atau distorsi. Namun, tanpa analisis langsung atau metadata, ada sedikit ketidakpastian. Konteks tentang operasi psikologis AI memang relevan, jadi verifikasi lebih lanjut dengan sekolah atau alat deteksi AI disarankan untuk memastikan.;negative;0;video asli tampil siswa indonesia seragam sekolah sesuai pakai baju putih topi merah tanda manipulasi gera aneh distorsi analisis langsung metadata ketidakpastian konteks operasi psikologis relevan verifikasi sekolah alat deteksi saran
"Ekosistem AI yg berlandaskan nilai-nilai bangsa lahir dari kolaborasi lintas sektor dan semangat gotong royong.

Hal ini dibuktikan dengan peluncuran kecerdasan buatan (AI) lokal pertama dengan 70 miliar parameter, yg lahir dari kolaborasi GoTo &amp; Indosat Ooredoo Hutchison, Sob! https://t.co/zpFS6vf8G3";positive;2;ekosistem landas nilai nilai bangsa lahir kolaborasi lintas sektor semangat gotong royong bukti luncur cerdas buat lokal miliar parameter lahir kolaborasi goto amp indosat ooredoo hutchison sob
Ga masuk akal... yg kuliah pasti ga relate karna ilmu yang di dapat di kuliah lebih worth it dibanding Ai. Kenapa? Ya karna Ai cuma ngambil dataÂ² org doang. Dan untuk pengetahuan terkini mrk ga ada data/ infonya karna mereka ga ngolah data secepet itu;negative;0;masuk akal kuliah relate karna ilmu kuliah worth banding karna ngambil data org doang tahu kini mrk data info karna ngolah data secepet
Mengapa koding dan AI dalam satu tarikan nafas? Sebenarnya ada Melek AI, atau AI Literacy yang bisa dikenalkan ke siswa, mengingat ini adalah sekolah tingkat dasar dan menengah. Kemampuan ini sudah cukup untuk membekali siswa agar tidak terjerumus dalam penyalahgunaan KA;positive;2;koding tari nafas melek literacy kenal siswa sekolah tingkat dasar tengah mampu bekal siswa jerumus penyalahgunaan
" Biasanya kalau sekolah internasional semua tendik nya dikasih pengawasan dan penyuluhan buat kasih batasan penggunaan AI sampai segimana
Tp kalau sekolah kurikulum negara kadang gurunya cm mikir cara lolos sertifikasi aja sih ya";neutral;1;sekolah internasional tendik nya kasih awas suluh kasih batas guna segimana sekolah kurikulum negara kadang guru mikir lolos sertifikasi sih
"Disaat anak2 laen nyontek ke AI, anak gue pake AI untuk ngasih soal2 matematika ke dia

Secara soal2 dari sekolah ""kurang menantang""";positive;2;saat anak laen nyontek anak pake ngasih matematika sekolah tantang
" Udah susah kalo mau diterapkan di Indonesia
1. Org pintar di SMA pasti akan ke Kedokteran, teknik, ataupun Sekolah Ikatan dinas, krn paling aman.
2. Kagak ada apresiasi yg tinggi untuk menjadikan Guru bener2 dihormati dan gaji tinggi";negative;0;udah susah terap indonesia org pintar sma dokter teknik sekolah ikat dinas krn aman kagak apresiasi jadi guru bener hormat gaji
"@mhdlma @livngn Bener bgt bang, ai yg punya background pendidikan Indo, pas ngajarin math anak ai yg pake metodologi SG, malah ai yg ajarin ama anak ai. ððð«£ð¤­

(Keknya bbrp waktu yg lalu ai pernah ngespill contoh soal math Anak kelas 2 SD Singapore)";positive;2;bener bang background didik indo pas ngajarin math anak pake metodologi ajarin ama anak kek bbrp ngespill contoh math anak kelas singapore
"Lesson learnednya?

Bayangin kamu serahin penulisan, mau sebagian ato seluruhnya, ke AI.

Alamat sidangnya ga aman, malah harus revisi total dgn waktu sedikit, kemungkinan besar harus extend. Gajadi lulus dan wisuda, keluar duit lg. Hanya krn terlalu percaya sama AI.";negative;0;lesson learnednya bayangin serahin tulis ato alamat sidang aman revisi total dgn extend gajadi lulus wisuda duit krn percaya
Terus saya tunjukin gimana baiknya pake AI buat kasus tadi. Dgn AI, fokusnya jd assisted learning, bukan ghost writer. Challenge AI terus2an lewat prompt, krn di ilmu sosial, nuance jauh lebih penting dalam ngebaca dan paham konsep2.;positive;2;tunjukin gimana baik pake dgn fokus assisted learning ghost writer challenge prompt krn ilmu sosial nuance ngebaca paham konsep
@kompascom AI itu ibarat kalkulator. manusia tetap harus memiliki dasar ilmu pengetahuan yg kuat utk mendapatkan manfaat dr AI;neutral;1;kalkulator manusia milik dasar ilmu tahu kuat utk manfaat
@ElGemilang @kompascom Great question!  Prompt engineering is a faster route, while machine learning requires deeper skills.  The best path depends on their strengths â both are crucial for AI.;neutral;1;great question prompt engineering faster route while machine learning requires deeper skills the best path depends their strengths both are crucial for
@kompascom Biar gak gagal paham AI macam mana sih yg dimaksud si mase ini ?? Analys/Programmer/disainer atau hanya pengguna yg hanya utk merekayasa/ manipulasi spt beliau ini ???;negative;0;biar gagal paham sih mase analys programmer disainer guna utk rekayasa manipulasi spt beliau
"@kompascom Doi ini ahli pendidikan ya?
Jadi penasaran dengan riwayat pendidikan beliau dan IJAZAH aslinya";neutral;1;doi ahli didik penasaran riwayat didik beliau ijazah asli
@kompascom Maksain banget ya. Lagian banyak kok yang belum paham tiap provinsi dgn nama ibukotanya kok. Yang dasr aja dlu, yang kerenan mah masuk kuliah aja deh.;negative;0;maksain paham provinsi dgn nama ibukotanya dasr dlu keren masuk kuliah
@kompascom AI mulu, yang dipelajari itu apanya? Cara menggunakan? Atau cara bikinnya? Mending perbaiki deh sistem pendidikannya dulu, jangan ai ai mulu;positive;2;mulu ajar apa bikin mending baik sistem didik mulu
@kompascom Cara membuat AI kan ? Bukan cara mudah menjawab PR menggunakan AI;neutral;1;mudah
@kompascom Jadi kurikulum AI ini ngapain? Diajarin cara ngetik prompt? Atau apa? Pliss pencerahannya;neutral;1;kurikulum ngapain diajarin ngetik prompt pliss cerah
"@kompascom Ini anak anak mau diarahin ke bidang machine learning atau jadi prompt engineer pak?

""Ya yg penting bisa AI""";neutral;1;anak anak diarahin bidang machine learning prompt engineer
@kompascom Gausah sok mau langsung ke AI lah, descriptive writing aja susah.;negative;0;gausah sok langsung descriptive writing susah
"@valfidz @kompascom orang2 kaga belajar dari carut marutnya transisi dari KTSP- kurtilas-kurikulum merdeka. efeknya gede banget bahkan jebloknya rerata nilai UN dipengaruhin pergantian kurikulum yg gue rasa gajelas &amp; belum siap diaplikasikan ke anak2";neutral;1;orang kaga ajar carut marut transisi ktsp kurtilas kurikulum merdeka efek gede jeblok rerata nilai dipengaruhin ganti kurikulum gajelas amp aplikasi anak
"@kompascom Kalo saya yg jd wapres..untuk masalah ini terlalu jauh aplg di pendidikan tingkat dasar..
Mending perbaiki kualitas pendidikan dasar se indonesia dulu..ciptakan sekolah negeri yg berkualitas
Kalau dr dasar sudah mumpuni baru menengah dijarkan pelanÂ² soal teknologi";negative;0;wapres aplg didik tingkat dasar mending baik kualitas didik dasar indonesia cipta sekolah negeri kualitas dasar mumpuni tengah dijarkan pelan teknologi
"@kompascom Masalahnya guru yg buat ngajar AI udah kompeten blm mas wapres? Jangan asal bikin kebijakan yg gak jelas &amp; justru jdi kemunduran buat sistem pendidikan kita.";negative;0;guru ngajar udah kompeten blm mas wapres bikin bijak amp jdi mundur sistem didik
@kompascom Kenapa yang dibahas pentingnya AI mulu, bukan pentingnya literasi membaca;positive;2;bahas mulu literasi baca
"@valfidz @kompascom Saya baru mau ngetik begini, ternyata ada yang pemikirannya sama.
Harusnya persiapkan cetak engineer /  matematik / science nya bukan malah jadi konsumen penggunaanya AI anjir.";negative;0;ngetik pikir siap cetak engineer matematik science nya konsumen penggunaanya anjir
@kompascom Mimpi apa bangsa ini dapat wapres secerdas beliau ini? Tak akan ada lagi yang seperti dia dalam 100 tahun ke depan....;positive;2;mimpi bangsa wapres cerdas beliau
entahlah, kedengarannya seperti rencana untuk membuat anak-anak lebih pintar atau semacamnya, tapi siapa peduli dengan itu kan? Biarkan saja mereka main game seharian, bukannya masa depan tergantung pada itu atau apa pun.;neutral;1;dengar rencana anak anak pintar macam peduli biar main game hari gantung
@kompascom Ai ai aiiii IPK lu ae 2,3 bjirrrr woi sadarrrr, tekenin tuh fundamental malah ngotot masukin AI, nohh kali kurang bagi tambah ae anak SMA masih gelagapan;negative;0;aiiii ipk bjirrrr woi sadarrrr tekenin tuh fundamental ngotot masukin nohh kali anak sma gelagap
"@kompascom Taek banget, emang dia Menteri Pendidikan dan mengerti pendidikan, seenaknya memasukkan mata pelajaran yg ga jelas ke dalam kurikulum. Jangan cuma mau dibilang dan mau dianggap ""mempelopori"" terus bertindak seenak udel.";neutral;1;taek emang menteri didik erti didik masuk mata ajar kurikulum bilang anggap lopor tindak enak udel
@kompascom Diantara banyaknya kengawuran anak MK ini, kalau AI masuk kurikulum bagus sih. Cuman pemerintah harus mempersiapkan lebih/ekstra buat menyusun Materi, Metode Pembelajaran, dan Kapasitas tenaga pendidik.;positive;2;banyak kengawuran anak masuk kurikulum bagus sih cuman perintah ekstra susun materi metode ajar kapasitas tenaga didik
@kompascom Ngerti AI ga sih...AI buat siswa makin bodoh dan malas;negative;0;ngerti sih siswa bodoh malas
@kompascom Yg percaya y sama bodohnya,taun ajaran baru sisa 2 bulan lagi, kurikulumnya siapa yg buat? Pengajarnya siapa? sarana nya udah disiapin di semua sekolah? ngomong pendidikan sm orang ipk 2.3(gak pantes lulus) tu logika apa yg dipake?;negative;0;percaya bodoh taun ajar sisa kurikulum ajar sarana nya udah disiapin sekolah ngomong didik orang ipk pantes lulus logika dipake
@toughfik @valfidz @kompascom Makin dongo siswa nya klo diajarin belajar ai nya kek gitu;negative;0;dongo siswa nya klo diajarin ajar nya kek
@kompascom Ini orang gapunya bobot tapi ngomongin AI mulu, IPK lu noh 2.3;negative;0;orang gapunya bobot ngomongin mulu ipk noh
"Beberapa negara telah memasukkan pelajaran AI ke kurikulum sekolah. Singapura menggunakan Student Learning Space untuk pembelajaran personal dan melatih guru hingga 2026. Korea Selatan akan menerapkan AI di semua jenjang pada 2025, dengan pelatihan 5.000 guru. China mengajarkan AI pada anak usia 6 tahun, minimal 8 jam per tahun, mencakup etika dan penggunaan alat AI. Finlandia menawarkan kursus AI online gratis dan platform ViLLE untuk umpan balik.

Kurikulum AI biasanya mencakup pembelajaran personal, coding, etika AI, dan dukungan guru seperti penilaian otomatis. Manfaatnya termasuk pendidikan yang disesuaikan dan persiapan karir, namun ada kekhawatiran soal privasi dan ketergantungan teknologi. https://t.co/BFoTHXdgYb";positive;2;negara masuk ajar kurikulum sekolah singapura student learning space ajar personal latih guru korea selatan terap jenjang latih guru china ajar anak usia minimal jam cakup etika guna alat finlandia tawar kursus online gratis platform ville umpan kurikulum cakup ajar personal coding etika dukung guru nilai otomatis manfaat didik sesuai siap karir khawatir privasi gantung teknologi
@KangSemproel @kompascom Nanti di SD kalo ada ujian atau PR matematika  dan pelajaran lainnya jawabnya dibenarkan  pake AI, dan guru pun senang semua murid mampu menjawab 100% dengan benar, sehingga nilai raport dan ijazah maksimal, begitu seterusnya hingga SMA giliran cari kerja jeblok gak tahu apa2;negative;0;uji matematika ajar benar pake guru senang murid nilai raport ijazah maksimal sma gilir cari kerja jeblok
@kompascom Sbnrnya dia paham ga sih? Per-AI-an ini? Ngmgnya sll kalo ga pake AI bakal ktinggalan, bla bla bla, tp basic pendukung AInya kumaha? Internet aja msh ada yg blm dapet.  dah capek idup di indonesa;negative;0;sbnrnya paham sih ngmgnya sll pake ktinggalan bla bla bla basic dukung ainya maha internet msh blm dapet capek idup indonesa
@JohnAarivEd @HalomoanHa91790 @kompascom Sekelas gibran gak akan kepikiran gini. Gue yakin kurikulum ai di kepala dia adalah kurikulum untuk melatih bocah2 jadi user ai, jadi sebatas prompter kek dia. Obsesi dia kan mau jd org paling pinter seindonesia dgn cara bikin orang lain lebih goblok dr dia;negative;0;kelas gibran pikir gin kurikulum kepala kurikulum latih bocah user batas prompter kek obsesi org pinter indonesia dgn bikin orang goblok
@kompascom Yeeeehh nih wapres ada2 ajah tingkahnya, pelajaran AI yg kayak gimana dulu nih. Dia gak tau apa kalo banyak org yg protes terhadap penggunaan AI;negative;0;yeeeehh nih wapres ajah tingkah ajar kayak gimana nih tau org protes guna
@KangSemproel @kompascom Mana dia paham, orang 99% otaknya di subsidi sama AI;negative;0;paham orang otak subsidi
"@kompascom Dianya sendiri paham ga sih kalau disuruh menjabarkan dalam mata pelajaran AI itu yg diajarkan apa aja item nya ?
Dan silabusnya macam mana.
Atau cuma bicara AI tanpa paham makna dan substansinya ?
https://t.co/nOejzagDKb";neutral;1;dia paham sih suruh jabar mata ajar ajar item nya silabus bicara paham makna substansi
